id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes,target
2218,Female,Loyal Customer,46,Business travel,Business,92,3,3,4,3,5,4,5,4,4,4,4,3,4,3,19,19.0,1
2219,Male,Loyal Customer,59,Business travel,Business,998,3,3,3,3,5,4,4,4,4,4,4,5,4,3,0,0.0,1
2220,Female,Loyal Customer,68,Personal Travel,Eco,353,2,2,2,2,5,4,4,4,4,4,4,5,4,5,0,0.0,1
2221,Female,disloyal Customer,43,Business travel,Business,2567,5,5,5,4,5,5,5,5,4,3,4,3,4,5,3,0.0,1
2222,Male,disloyal Customer,63,Business travel,Eco,1390,2,1,2,4,2,2,2,2,2,1,3,1,4,2,19,11.0,0
2223,Male,Loyal Customer,38,Business travel,Eco,1988,2,4,4,4,2,2,2,2,1,2,4,3,4,2,0,0.0,0
2224,Female,Loyal Customer,66,Personal Travel,Eco,744,4,2,4,3,3,2,3,5,5,4,5,2,5,4,23,10.0,0
2225,Female,Loyal Customer,39,Business travel,Business,450,4,4,4,4,2,4,5,4,4,4,4,4,4,5,15,0.0,1
2226,Male,Loyal Customer,48,Business travel,Business,725,2,2,2,2,5,4,5,5,5,5,5,5,5,4,0,0.0,1
2227,Female,Loyal Customer,31,Personal Travel,Eco,2225,3,3,3,3,3,5,4,3,3,3,3,5,3,4,47,51.0,1
2228,Female,disloyal Customer,39,Business travel,Business,2673,4,4,4,2,4,4,4,4,3,2,4,4,4,4,2,0.0,1
2229,Male,disloyal Customer,27,Business travel,Business,1851,5,5,5,2,4,5,1,4,5,2,5,3,4,4,23,8.0,1
2230,Female,Loyal Customer,53,Personal Travel,Eco,1213,5,5,5,5,5,4,4,4,4,4,4,3,4,5,0,1.0,1
2231,Female,Loyal Customer,28,Business travel,Business,3489,3,3,4,3,2,2,2,2,3,5,1,3,3,2,0,0.0,1
2232,Male,Loyal Customer,56,Personal Travel,Eco,2455,3,5,3,3,4,3,5,4,4,5,5,5,4,4,0,2.0,0
2233,Male,Loyal Customer,22,Business travel,Business,2660,5,5,5,5,4,4,4,4,4,5,3,3,5,4,21,22.0,1
2234,Female,Loyal Customer,22,Business travel,Business,2260,5,5,5,5,4,4,4,4,4,4,5,3,4,4,0,14.0,1
2235,Male,Loyal Customer,28,Business travel,Eco,1950,3,2,2,2,3,3,3,3,2,2,3,1,4,3,0,0.0,0
2236,Male,Loyal Customer,42,Business travel,Business,2222,3,4,4,4,4,2,3,3,3,3,3,3,3,1,0,5.0,0
2237,Male,Loyal Customer,40,Business travel,Eco,2002,4,1,1,1,4,4,4,5,2,5,4,4,5,4,0,0.0,1
2238,Female,Loyal Customer,32,Business travel,Business,4904,5,5,5,5,5,5,5,5,3,2,5,3,5,5,0,0.0,1
2239,Female,Loyal Customer,40,Business travel,Eco,1344,2,4,4,4,2,2,2,2,3,5,4,2,4,2,0,0.0,0
2240,Male,Loyal Customer,58,Business travel,Business,2607,4,5,5,5,1,4,4,4,4,4,4,2,4,2,85,74.0,0
2241,Female,Loyal Customer,26,Personal Travel,Eco,2332,4,4,4,4,4,4,5,4,4,5,5,4,5,4,0,5.0,1
2242,Female,Loyal Customer,21,Business travel,Eco,3426,3,4,4,4,3,3,1,3,2,1,2,1,3,3,0,0.0,0
2243,Male,Loyal Customer,45,Business travel,Business,2306,5,5,1,5,4,5,5,5,5,5,5,3,5,5,0,0.0,1
2244,Male,Loyal Customer,38,Business travel,Business,875,5,5,5,5,3,4,4,4,4,4,4,5,4,5,0,0.0,1
2245,Female,Loyal Customer,48,Personal Travel,Eco,556,4,4,4,4,2,1,4,4,4,4,3,4,4,4,0,0.0,1
2246,Female,Loyal Customer,46,Business travel,Business,227,2,2,2,2,3,5,4,5,5,5,4,5,5,1,0,0.0,1
2247,Female,Loyal Customer,10,Personal Travel,Business,2778,4,5,4,1,4,5,5,3,3,3,3,5,5,5,340,338.0,0
2248,Female,disloyal Customer,29,Business travel,Eco,1439,4,2,4,4,5,4,5,5,1,5,3,3,3,5,67,83.0,0
2249,Male,Loyal Customer,42,Personal Travel,Eco,2028,3,5,3,3,3,3,3,3,5,3,5,4,5,3,3,0.0,0
2250,Female,Loyal Customer,38,Business travel,Business,1962,1,1,1,1,2,5,4,5,5,5,5,5,5,4,0,0.0,1
2251,Female,disloyal Customer,36,Business travel,Business,1350,1,1,1,4,4,1,4,4,5,5,4,5,4,4,12,16.0,0
2252,Female,Loyal Customer,59,Business travel,Business,2265,3,3,3,3,2,4,4,5,5,5,5,4,5,5,3,0.0,1
2253,Female,Loyal Customer,41,Business travel,Business,3634,5,5,5,5,4,5,4,4,4,4,4,5,4,4,50,48.0,1
2254,Male,Loyal Customer,37,Business travel,Eco Plus,2476,5,4,4,4,5,5,5,5,2,1,3,3,5,5,0,0.0,1
2255,Female,Loyal Customer,45,Business travel,Business,4021,3,4,4,4,3,3,3,3,3,3,3,2,3,3,0,0.0,0
2256,Female,Loyal Customer,57,Business travel,Business,635,1,1,1,1,3,4,4,5,5,5,5,5,5,3,30,30.0,1
2257,Male,Loyal Customer,41,Business travel,Business,2632,4,4,4,4,2,5,5,5,5,5,5,3,5,3,0,0.0,1
2258,Female,Loyal Customer,45,Business travel,Business,2269,4,4,5,4,5,5,5,3,3,2,3,5,3,3,0,0.0,1
2259,Female,Loyal Customer,54,Business travel,Eco,606,4,4,4,4,2,1,1,4,4,4,4,5,4,4,0,0.0,1
2260,Male,Loyal Customer,55,Business travel,Business,652,4,4,4,4,2,5,4,4,4,4,4,3,4,3,0,2.0,1
2261,Female,Loyal Customer,38,Business travel,Business,427,3,3,5,3,3,4,2,5,5,5,5,3,5,4,0,5.0,1
2262,Female,disloyal Customer,29,Business travel,Business,2699,3,3,3,1,3,3,3,3,5,4,5,3,4,3,243,253.0,0
2263,Male,Loyal Customer,40,Business travel,Business,321,0,0,0,4,4,5,5,3,3,3,3,3,3,4,0,0.0,1
2264,Male,Loyal Customer,59,Business travel,Business,3041,1,1,1,1,4,4,5,4,4,4,4,4,4,3,11,4.0,1
2265,Male,Loyal Customer,59,Business travel,Business,574,2,1,1,1,4,4,4,2,2,2,2,3,2,1,0,0.0,0
2266,Female,Loyal Customer,64,Personal Travel,Eco,870,4,4,4,2,5,4,5,4,4,4,4,3,4,5,0,0.0,1
2267,Female,disloyal Customer,22,Business travel,Eco,3045,2,2,2,4,2,2,2,4,1,1,3,2,3,2,144,142.0,0
2268,Female,Loyal Customer,61,Personal Travel,Eco,897,5,5,5,5,2,4,5,5,5,5,5,3,5,3,69,70.0,1
2269,Female,disloyal Customer,54,Business travel,Eco,1747,5,0,5,1,2,5,2,2,5,4,1,4,1,2,0,0.0,1
2270,Male,disloyal Customer,41,Business travel,Business,2300,3,4,4,3,3,4,5,3,5,5,4,5,4,5,206,208.0,1
2271,Male,Loyal Customer,39,Business travel,Eco Plus,3019,1,1,1,1,1,1,1,1,1,1,4,1,4,1,0,0.0,0
2272,Female,Loyal Customer,50,Business travel,Business,3097,2,2,2,2,5,1,1,5,5,5,5,1,5,5,27,27.0,1
2273,Male,Loyal Customer,60,Business travel,Business,2998,3,3,3,3,3,5,4,4,4,4,4,4,4,5,16,14.0,1
2274,Male,Loyal Customer,37,Personal Travel,Eco,2929,3,4,3,1,5,3,2,5,5,4,3,5,4,5,0,0.0,0
2275,Male,Loyal Customer,42,Personal Travel,Eco,1616,2,5,3,3,1,3,1,1,3,2,4,3,4,1,29,5.0,0
2276,Male,disloyal Customer,23,Business travel,Business,2135,5,0,5,1,5,5,5,5,5,3,5,5,5,5,21,9.0,1
2277,Female,disloyal Customer,21,Business travel,Business,1285,0,4,0,3,5,0,5,5,2,3,3,5,2,5,0,0.0,1
2278,Male,Loyal Customer,19,Business travel,Eco,1906,4,4,3,4,4,4,4,4,1,1,4,1,2,4,0,0.0,1
2279,Male,Loyal Customer,64,Business travel,Eco,1306,3,4,4,4,4,3,4,4,4,5,5,2,3,4,0,0.0,1
2280,Female,Loyal Customer,35,Personal Travel,Eco,1777,3,3,3,3,5,4,5,5,5,5,5,4,5,3,0,0.0,1
2281,Female,Loyal Customer,61,Personal Travel,Eco,560,4,2,4,4,2,4,3,4,4,4,1,1,4,2,0,0.0,0
2282,Female,Loyal Customer,34,Business travel,Business,496,5,5,2,5,5,5,4,3,3,4,3,3,3,4,41,43.0,1
2283,Male,Loyal Customer,50,Business travel,Business,3498,5,5,5,5,5,2,2,4,4,4,4,5,4,4,2,0.0,1
2284,Female,Loyal Customer,64,Personal Travel,Eco,333,2,2,2,2,4,5,4,4,4,2,4,3,5,4,0,0.0,1
2285,Male,Loyal Customer,17,Business travel,Eco Plus,1048,3,1,1,1,3,3,3,3,1,4,4,3,4,3,0,5.0,0
2286,Female,Loyal Customer,55,Personal Travel,Eco Plus,1215,3,3,1,3,2,5,4,4,4,4,4,4,4,4,0,0.0,1
2287,Female,Loyal Customer,58,Personal Travel,Eco,981,2,2,2,2,5,5,5,5,2,3,5,5,5,5,0,0.0,1
2288,Male,Loyal Customer,25,Business travel,Eco,2557,3,1,3,1,3,3,3,3,1,5,3,1,4,3,0,0.0,0
2289,Female,Loyal Customer,17,Personal Travel,Eco,1106,3,3,3,3,2,4,5,5,5,5,5,1,5,5,0,2.0,1
2290,Male,Loyal Customer,64,Personal Travel,Eco,1817,3,4,3,2,5,3,5,5,1,3,4,1,2,5,0,0.0,0
2291,Female,Loyal Customer,48,Business travel,Business,1173,4,4,5,4,1,4,1,3,3,4,3,3,3,1,0,0.0,1
2292,Male,Loyal Customer,38,Personal Travel,Eco,2074,4,3,4,3,4,3,2,5,1,5,3,2,2,2,206,220.0,0
2293,Male,Loyal Customer,25,Business travel,Business,1621,1,1,1,1,3,4,3,3,1,2,3,1,1,3,0,0.0,1
2294,Male,disloyal Customer,22,Business travel,Eco,2300,5,0,5,2,2,5,4,2,5,3,5,3,4,2,39,36.0,1
2295,Female,Loyal Customer,39,Business travel,Business,2223,1,1,1,1,4,4,5,4,4,4,4,5,4,4,0,2.0,1
2296,Male,Loyal Customer,48,Business travel,Business,3223,0,0,0,1,2,4,5,2,2,2,2,4,2,3,0,2.0,1
2297,Male,Loyal Customer,61,Personal Travel,Eco,1856,1,0,1,2,4,1,4,4,4,3,4,4,4,4,0,0.0,0
2298,Female,Loyal Customer,34,Personal Travel,Eco,3120,1,1,1,1,2,4,5,4,4,5,4,1,4,5,0,0.0,1
2299,Female,Loyal Customer,45,Business travel,Business,2979,3,2,3,3,5,5,4,5,5,5,5,5,5,3,12,0.0,1
2300,Female,Loyal Customer,69,Personal Travel,Eco,891,4,0,4,1,2,4,4,4,4,4,5,5,4,5,0,0.0,1
2301,Female,Loyal Customer,28,Business travel,Business,1870,2,2,2,2,5,5,5,5,5,5,5,4,4,5,0,0.0,1
2302,Female,Loyal Customer,32,Business travel,Eco Plus,2057,1,3,4,3,1,1,1,1,1,4,4,1,4,1,0,1.0,0
2303,Female,disloyal Customer,24,Business travel,Business,2022,4,0,4,2,4,4,4,4,1,3,2,2,4,4,0,0.0,1
2304,Female,disloyal Customer,24,Business travel,Eco,2349,5,0,5,4,3,0,3,3,5,5,5,4,4,3,0,0.0,1
2305,Female,Loyal Customer,55,Business travel,Business,1920,3,3,3,3,2,5,5,5,5,5,4,5,5,5,0,0.0,1
2306,Female,Loyal Customer,39,Business travel,Business,630,3,4,4,4,1,3,3,3,3,3,3,4,3,2,35,6.0,0
2307,Female,Loyal Customer,43,Business travel,Business,1797,5,4,5,5,5,3,5,4,4,4,4,5,4,3,0,15.0,1
2308,Male,Loyal Customer,60,Business travel,Business,3813,1,1,1,1,4,5,4,4,4,4,4,5,4,3,0,0.0,1
2309,Female,Loyal Customer,48,Personal Travel,Eco,2522,5,2,5,2,4,1,5,5,5,5,5,3,5,4,0,6.0,1
2310,Male,Loyal Customer,70,Personal Travel,Eco,1752,3,4,3,5,3,3,3,3,3,4,5,5,4,3,0,0.0,0
2311,Male,Loyal Customer,78,Business travel,Eco,1176,2,3,3,3,2,2,2,2,2,3,3,1,4,2,50,61.0,0
2312,Male,Loyal Customer,63,Personal Travel,Eco,1980,3,5,2,1,1,2,1,1,3,4,5,3,5,1,0,0.0,0
2313,Male,Loyal Customer,31,Business travel,Eco,1420,0,0,0,4,3,0,3,3,5,1,4,2,3,3,1,0.0,1
2314,Male,Loyal Customer,65,Business travel,Eco,1630,4,5,5,5,4,4,4,4,4,2,2,4,1,4,70,85.0,0
2315,Female,Loyal Customer,48,Business travel,Business,1409,2,5,2,2,5,4,4,5,5,5,5,5,5,4,0,0.0,1
2316,Male,Loyal Customer,42,Business travel,Business,789,3,3,3,3,1,4,3,4,4,4,4,1,4,2,0,0.0,1
2317,Female,Loyal Customer,49,Personal Travel,Eco,852,5,4,5,5,4,4,4,4,5,2,4,4,4,4,0,0.0,1
2318,Male,Loyal Customer,51,Business travel,Eco,2515,2,4,4,4,2,2,2,2,3,4,2,4,2,2,12,25.0,0
2319,Male,Loyal Customer,32,Business travel,Eco Plus,2199,5,5,3,5,5,5,5,5,1,2,1,1,4,5,0,0.0,1
2320,Male,Loyal Customer,41,Personal Travel,Eco,1232,2,5,2,4,1,2,1,1,5,4,5,3,4,1,0,0.0,0
2321,Male,Loyal Customer,57,Business travel,Business,473,5,5,3,5,2,5,5,5,5,5,5,3,5,3,0,0.0,1
2322,Male,Loyal Customer,45,Business travel,Business,447,1,1,1,1,4,4,5,4,4,4,4,3,4,5,2,1.0,1
2323,Male,Loyal Customer,31,Business travel,Business,3825,2,3,3,3,2,2,2,2,2,4,3,2,2,2,0,1.0,0
2324,Male,Loyal Customer,35,Business travel,Business,3532,2,2,2,2,5,5,5,3,3,4,3,5,3,3,0,0.0,1
2325,Female,Loyal Customer,58,Business travel,Eco Plus,520,2,4,4,4,2,3,2,2,2,2,2,4,2,5,0,0.0,1
2326,Female,Loyal Customer,69,Personal Travel,Eco,1422,5,4,4,4,1,1,5,3,3,5,3,4,3,1,0,0.0,1
2327,Male,Loyal Customer,44,Business travel,Business,1962,2,2,2,2,3,5,5,5,5,5,5,4,5,3,0,0.0,1
2328,Male,Loyal Customer,54,Personal Travel,Eco,2497,3,3,3,4,3,3,2,3,4,2,4,2,3,3,39,39.0,0
2329,Female,Loyal Customer,28,Business travel,Business,3125,4,4,4,4,3,4,3,3,5,3,3,5,5,3,109,69.0,1
2330,Female,Loyal Customer,50,Business travel,Business,1731,2,2,2,2,4,4,4,4,4,5,4,3,4,3,4,10.0,1
2331,Male,Loyal Customer,39,Business travel,Business,204,2,3,3,3,4,3,4,3,3,3,2,2,3,2,105,101.0,0
2332,Female,Loyal Customer,43,Personal Travel,Eco,399,1,1,1,1,4,3,4,5,5,5,5,3,5,4,0,6.0,1
2333,Male,Loyal Customer,50,Business travel,Business,2382,1,1,1,1,5,4,5,4,4,4,4,4,4,3,28,25.0,1
2334,Female,Loyal Customer,28,Business travel,Eco,1979,5,2,2,2,5,5,5,5,5,2,4,2,1,5,49,59.0,1
2335,Female,Loyal Customer,45,Business travel,Eco,2893,5,3,3,3,5,5,5,2,5,5,5,5,1,5,416,403.0,1
2336,Male,Loyal Customer,33,Business travel,Business,1791,1,3,3,3,1,1,1,1,4,1,4,1,4,1,2,0.0,0
2337,Male,Loyal Customer,37,Personal Travel,Eco Plus,1905,3,3,3,1,1,3,1,1,5,3,4,2,5,1,0,0.0,0
2338,Female,Loyal Customer,45,Business travel,Eco,304,5,1,1,1,1,2,3,5,5,5,5,1,5,3,29,40.0,1
2339,Female,Loyal Customer,44,Business travel,Business,2547,3,3,4,3,2,4,5,4,4,4,4,1,4,5,15,10.0,1
2340,Female,Loyal Customer,13,Personal Travel,Eco,1328,1,1,1,1,5,4,5,5,4,3,4,4,5,5,0,0.0,1
2341,Male,Loyal Customer,16,Personal Travel,Eco,1862,1,4,1,3,3,1,3,3,3,2,3,3,3,3,50,35.0,0
2342,Female,Loyal Customer,29,Business travel,Business,3302,5,5,5,5,4,4,4,4,4,5,5,5,4,4,4,0.0,1
2343,Male,Loyal Customer,45,Personal Travel,Eco,3258,3,5,3,2,2,3,2,2,5,2,5,4,4,2,0,0.0,0
2344,Female,disloyal Customer,25,Business travel,Eco,2485,3,3,3,4,3,3,3,3,3,2,4,1,3,3,12,17.0,0
2345,Female,Loyal Customer,49,Business travel,Business,2763,3,3,3,3,3,5,5,5,5,5,5,4,5,5,0,8.0,1
2346,Male,Loyal Customer,49,Personal Travel,Eco,2648,3,4,3,3,4,3,4,4,1,5,2,1,4,4,0,0.0,0
2347,Male,Loyal Customer,38,Business travel,Business,3102,1,1,1,1,4,5,2,4,4,4,4,4,4,2,18,0.0,1
2348,Female,Loyal Customer,49,Business travel,Business,520,3,1,3,3,5,4,5,4,4,4,4,4,4,4,0,1.0,1
2349,Female,Loyal Customer,12,Personal Travel,Eco,2196,4,4,4,4,2,4,4,3,3,3,3,3,3,5,3,1.0,1
2350,Male,Loyal Customer,8,Personal Travel,Eco,3017,2,5,2,2,2,1,1,4,4,3,5,1,3,1,1128,1115.0,0
2351,Female,Loyal Customer,54,Business travel,Business,2432,3,3,3,3,5,3,2,3,3,3,3,4,3,3,0,0.0,1
2352,Male,Loyal Customer,20,Personal Travel,Eco,2103,5,4,5,1,3,5,3,3,4,5,5,3,5,3,31,23.0,1
2353,Male,disloyal Customer,44,Business travel,Business,2270,3,3,3,4,4,3,4,4,4,4,4,3,3,4,36,42.0,0
2354,Male,Loyal Customer,36,Business travel,Business,4113,2,4,3,4,2,2,2,4,3,3,4,2,2,2,294,283.0,0
2355,Male,disloyal Customer,47,Business travel,Business,1305,1,1,1,4,5,1,2,5,4,1,4,2,4,5,0,0.0,0
2356,Female,Loyal Customer,57,Business travel,Business,474,2,2,2,2,5,5,3,5,5,5,5,2,5,5,0,0.0,1
2357,Female,Loyal Customer,59,Business travel,Business,862,4,4,4,4,2,4,5,3,3,4,3,3,3,3,0,3.0,1
2358,Male,Loyal Customer,51,Business travel,Business,1581,4,4,4,4,3,5,5,4,4,4,4,3,4,4,5,37.0,1
2359,Female,Loyal Customer,48,Business travel,Eco Plus,2183,1,0,0,3,1,2,4,3,3,1,3,1,3,3,64,71.0,0
2360,Male,Loyal Customer,55,Business travel,Eco,2657,4,1,1,1,3,4,3,3,1,5,5,2,3,3,0,10.0,1
2361,Male,Loyal Customer,44,Business travel,Business,3320,3,3,3,3,5,5,5,4,4,4,4,1,4,4,0,0.0,1
2362,Male,Loyal Customer,43,Business travel,Business,2196,4,4,1,4,2,5,5,5,5,4,5,4,5,4,15,11.0,1
2363,Male,Loyal Customer,60,Personal Travel,Eco,2918,3,4,3,3,2,3,2,2,4,2,4,3,4,2,39,20.0,0
2364,Male,Loyal Customer,41,Business travel,Business,2047,4,5,1,5,4,3,4,2,2,1,4,2,2,2,0,0.0,0
2365,Male,Loyal Customer,46,Business travel,Business,1535,3,3,3,3,3,5,4,2,2,3,2,3,2,4,0,0.0,1
2366,Male,Loyal Customer,32,Business travel,Business,1680,5,5,5,5,3,4,3,3,3,3,5,5,5,3,0,11.0,1
2367,Male,Loyal Customer,64,Personal Travel,Eco,1391,2,4,0,2,3,0,2,3,4,5,5,4,5,3,0,0.0,0
2368,Male,Loyal Customer,55,Business travel,Business,1579,2,5,5,5,3,4,4,2,2,2,2,1,2,1,0,0.0,0
2369,Male,Loyal Customer,46,Business travel,Business,2313,3,3,3,3,5,5,5,4,5,5,5,5,3,5,3,22.0,1
2370,Male,Loyal Customer,60,Business travel,Business,646,2,2,2,2,3,5,5,4,4,4,4,5,4,4,5,0.0,1
2371,Male,Loyal Customer,39,Business travel,Business,1181,4,4,4,4,5,4,5,2,2,2,2,3,2,5,24,34.0,1
2372,Male,disloyal Customer,23,Business travel,Eco,1770,1,2,2,2,2,2,2,2,2,1,2,4,3,2,7,0.0,0
2373,Male,Loyal Customer,64,Personal Travel,Eco,2023,3,2,3,3,4,3,4,4,2,4,3,2,3,4,15,5.0,0
2374,Female,Loyal Customer,44,Business travel,Business,3183,2,2,2,2,2,5,4,4,4,4,4,5,4,5,0,0.0,1
2375,Female,Loyal Customer,20,Personal Travel,Eco,1592,4,4,4,3,5,4,5,5,3,5,5,5,5,5,26,32.0,1
2376,Female,Loyal Customer,16,Business travel,Eco Plus,1748,2,2,2,2,2,2,4,2,1,4,4,2,4,2,0,0.0,0
2377,Female,Loyal Customer,61,Personal Travel,Eco,705,1,1,1,1,5,5,5,4,4,4,4,5,4,5,28,23.0,1
2378,Female,disloyal Customer,65,Business travel,Eco,1334,2,2,2,3,1,2,1,1,4,5,3,3,3,1,5,11.0,0
2379,Female,disloyal Customer,25,Business travel,Eco Plus,1465,0,0,0,5,1,0,1,1,5,2,5,1,5,1,0,0.0,1
2380,Male,Loyal Customer,52,Business travel,Business,372,5,5,5,5,5,5,5,5,5,5,5,5,5,4,0,3.0,1
2381,Female,Loyal Customer,36,Business travel,Business,3217,2,2,2,2,3,5,5,4,4,4,4,3,4,5,11,7.0,1
2382,Female,Loyal Customer,48,Personal Travel,Business,1286,4,4,4,4,5,5,5,3,3,2,3,5,3,3,15,19.0,1
2383,Female,Loyal Customer,17,Business travel,Business,1179,3,3,3,3,1,1,3,1,4,5,3,1,3,1,32,15.0,0
2384,Female,Loyal Customer,49,Business travel,Business,3119,3,1,2,1,5,3,3,3,3,3,3,3,3,3,0,0.0,0
2385,Male,Loyal Customer,27,Business travel,Business,2878,5,5,5,5,4,4,4,4,4,2,5,4,4,4,3,0.0,1
2386,Female,Loyal Customer,45,Business travel,Business,794,2,4,3,4,2,4,4,2,2,2,2,3,2,3,0,17.0,0
2387,Female,disloyal Customer,42,Business travel,Business,2279,2,2,2,2,1,2,1,1,4,2,4,3,4,1,0,2.0,0
2388,Female,Loyal Customer,44,Business travel,Business,3780,1,1,1,1,5,2,2,2,2,2,1,4,2,2,44,92.0,0
2389,Male,Loyal Customer,60,Business travel,Business,624,3,3,3,3,3,4,4,4,4,4,4,5,4,5,0,0.0,1
2390,Male,Loyal Customer,20,Personal Travel,Eco,2693,2,4,2,4,2,2,2,2,4,4,5,3,4,2,19,65.0,0
2391,Female,Loyal Customer,7,Personal Travel,Eco,2443,5,5,5,5,4,4,4,4,5,5,5,4,5,4,0,0.0,1
2392,Male,Loyal Customer,25,Personal Travel,Eco,2304,4,2,4,4,5,4,5,5,2,2,3,1,4,5,0,0.0,0
2393,Female,Loyal Customer,50,Business travel,Business,450,1,1,1,1,3,5,5,5,5,5,5,4,5,5,4,0.0,1
2394,Male,Loyal Customer,62,Personal Travel,Eco,2816,2,2,2,3,2,2,1,2,4,3,4,1,3,2,0,0.0,0
2395,Female,disloyal Customer,27,Business travel,Business,2553,2,2,2,3,4,2,4,4,3,3,5,5,5,4,0,0.0,0
2396,Female,disloyal Customer,44,Business travel,Eco,2949,1,1,1,3,4,1,4,4,1,2,4,1,3,4,0,0.0,0
2397,Female,Loyal Customer,40,Personal Travel,Eco,3264,4,2,4,4,3,4,3,3,1,5,3,4,3,3,0,0.0,0
2398,Male,Loyal Customer,11,Personal Travel,Eco,2004,1,2,1,2,4,1,4,4,2,1,3,2,3,4,0,0.0,0
2399,Female,Loyal Customer,37,Business travel,Business,1916,1,5,5,5,1,1,1,3,1,3,4,1,3,1,63,137.0,0
2400,Male,Loyal Customer,33,Business travel,Business,3971,4,2,2,2,4,4,4,4,1,3,3,1,2,4,0,0.0,0
2401,Female,Loyal Customer,61,Personal Travel,Eco,351,4,4,4,4,5,4,5,4,4,4,4,4,4,4,0,0.0,1
2402,Female,Loyal Customer,27,Personal Travel,Eco,1333,4,3,3,3,4,4,4,4,5,2,2,5,2,4,2,9.0,1
2403,Female,disloyal Customer,37,Business travel,Business,1872,4,4,4,4,4,4,2,4,4,5,5,5,5,4,25,11.0,0
2404,Female,Loyal Customer,60,Business travel,Business,3155,5,3,5,5,5,4,4,5,5,5,5,3,5,3,0,0.0,1
2405,Female,Loyal Customer,51,Personal Travel,Eco Plus,52,4,4,4,4,2,4,4,4,4,5,4,5,4,3,1,0.0,1
2406,Female,Loyal Customer,34,Business travel,Business,204,4,4,5,4,2,5,4,5,5,5,4,5,5,5,0,0.0,1
2407,Male,Loyal Customer,36,Personal Travel,Business,722,3,4,3,3,5,4,5,2,2,3,2,5,2,4,0,0.0,0
2408,Male,Loyal Customer,42,Personal Travel,Eco Plus,1637,2,4,2,1,2,2,2,2,3,3,4,3,5,2,0,0.0,0
2409,Male,disloyal Customer,22,Business travel,Eco,1560,4,0,4,4,4,4,3,4,4,4,4,3,4,4,0,9.0,1
2410,Male,Loyal Customer,44,Business travel,Eco,1826,4,4,4,4,4,4,4,4,2,2,1,1,5,4,0,0.0,1
2411,Male,disloyal Customer,39,Business travel,Business,1884,2,2,2,3,1,2,1,1,5,2,5,5,4,1,0,0.0,0
2412,Male,Loyal Customer,59,Personal Travel,Eco,2714,3,1,3,3,2,3,2,2,1,3,3,4,3,2,4,0.0,0
2413,Female,Loyal Customer,42,Personal Travel,Eco,1084,0,5,0,3,2,5,5,3,3,0,1,3,3,3,0,0.0,1
2414,Female,Loyal Customer,35,Business travel,Eco,1234,1,5,5,5,1,1,1,1,2,2,3,2,3,1,5,24.0,0
2415,Male,Loyal Customer,33,Personal Travel,Eco,1605,2,4,2,3,3,2,2,3,3,4,5,5,4,3,7,5.0,0
2416,Male,Loyal Customer,44,Business travel,Business,3850,4,3,3,3,1,4,3,4,4,4,4,3,4,1,0,0.0,0
2417,Female,Loyal Customer,40,Business travel,Business,446,2,2,2,2,4,4,4,5,5,4,5,5,5,5,0,0.0,1
2418,Male,Loyal Customer,49,Business travel,Business,2165,1,1,1,1,5,3,5,5,5,5,5,3,5,5,0,1.0,1
2419,Male,Loyal Customer,45,Personal Travel,Business,398,1,5,1,4,5,5,5,3,3,1,3,5,3,3,86,60.0,0
2420,Female,Loyal Customer,46,Personal Travel,Eco,362,2,2,2,2,4,4,4,4,3,4,4,4,5,4,23,28.0,1
2421,Male,disloyal Customer,54,Business travel,Business,1587,2,2,2,3,1,2,1,1,3,2,4,5,5,1,0,0.0,0
2422,Female,Loyal Customer,62,Personal Travel,Eco Plus,1220,2,2,2,2,2,4,5,5,5,5,5,5,5,4,0,15.0,1
2423,Male,Loyal Customer,17,Personal Travel,Eco,1497,3,1,3,2,3,3,3,3,2,3,2,1,1,3,12,4.0,0
2424,Male,Loyal Customer,43,Business travel,Business,615,3,3,3,3,2,4,5,3,3,3,3,5,3,3,2,0.0,1
2425,Male,Loyal Customer,30,Business travel,Business,2435,3,5,5,5,3,3,3,4,5,2,3,3,1,3,267,284.0,0
2426,Male,disloyal Customer,25,Business travel,Business,1839,5,5,5,3,5,5,5,5,4,1,4,4,5,5,0,0.0,1
2427,Male,Loyal Customer,38,Business travel,Business,452,3,4,4,4,4,3,2,3,3,3,3,1,3,2,10,16.0,0
2428,Female,Loyal Customer,65,Personal Travel,Eco,2308,3,2,2,2,3,4,3,3,4,2,3,2,1,3,0,0.0,1
2429,Female,Loyal Customer,29,Business travel,Business,2961,2,2,2,2,5,5,5,5,3,5,2,2,5,5,0,0.0,1
2430,Female,Loyal Customer,30,Business travel,Eco,3825,4,1,1,1,4,4,4,2,2,4,4,4,4,4,0,3.0,0
2431,Female,Loyal Customer,25,Business travel,Eco,2911,4,3,2,3,4,4,4,4,1,4,4,2,5,4,0,0.0,1
2432,Female,Loyal Customer,65,Personal Travel,Eco,670,4,4,3,3,4,5,5,5,5,3,5,4,5,5,0,0.0,0
2433,Male,Loyal Customer,58,Business travel,Eco,2399,2,2,5,2,2,2,2,2,2,1,4,4,4,2,1,11.0,0
